Created,Recipe,All Ingredients Needed,Star Rating,Meal Type,Sell Price,Energy Restore,Realm,Remy's Realm,Fruit,Grains,Dairy,Fish,Protein,Seafood,Herbs/ Spices,Sweet,Vegetable,Ice,Total in Stock
FALSE,Spiky Berry Pie,"Wheat, Butter, Cactoberries, Strawberry, Any Herb or Spice",5,Dessert,421,3238,Eternity Isle,FALSE,"Cactoberries, Strawberry",Wheat,Butter,--,--,--,Any Herb or Spice,--,--,--,
FALSE,Stellar Milkshake,"Slush Ice, Milk, Cosmic Figs",3,Dessert,562,1169,Eternity Isle,FALSE,--,--,Milk,--,--,--,--,--,--,Slush Ice,
FALSE,Strawberry Pie,"Wheat, Butter, Strawberry",3,Dessert,300,2037,Eternity Isle,FALSE,Strawberry,Wheat,Butter,--,--,--,--,--,--,--,
FALSE,Strawberry Shortcake,"Wheat, Egg, Strawberry",3,Dessert,342,2118,Eternity Isle,FALSE,Strawberry,Wheat,Egg,--,--,--,--,--,--,--,
FALSE,Stuffed Dates,"Almonds, Dates",2,Dessert,91,1495,Eternity Isle,FALSE,"Almonds, Dates",--,--,--,--,--,--,--,--,--,
FALSE,Sugar-Free Banana Muffin,"Wheat, Banana",2,Dessert,39,677,Eternity Isle,TRUE,Banana,Wheat,--,--,--,--,--,--,--,--,
FALSE,Sugar-Free Blueberry Muffin,"Wheat, Blueberry",2,Dessert,39,677,Eternity Isle,FALSE,Blueberry,Wheat,--,--,--,--,--,--,--,--,
FALSE,Sugar-Free Fruit Explosion Muffin,"Wheat, 2 x Any Fruit, Agave",4,Dessert,66,354,Eternity Isle,FALSE,2 x Any Fruit,Wheat,--,--,--,--,--,Agave,--,--,
FALSE,Sugar-Free Fruit Muffin,"Wheat, Any Fruit",2,Dessert,13,117,Eternity Isle,TRUE,Any Fruit,Wheat,--,--,--,--,--,--,--,--,
FALSE,Sweet and Sour Stir-Fry,"Poultry, Broccoli, Canola, Dreamango, Pineapple",5,Entree,2100,2350,Eternity Isle,FALSE,"Dreamango, Pineapple",--,Canola,--,Poultry,--,--,--,Broccoli,--,
FALSE,Sweet Popcorn,"Corn, Canola, Agave",3,Dessert,209,390,Eternity Isle,FALSE,--,--,Canola,--,--,--,--,Agave,Corn,--,
FALSE,Sweet Tofu,"Soya, Any Fruit",2,Dessert,100,183,Eternity Isle,FALSE,Any Fruit,--,Soya,--,--,--,--,--,--,--,
FALSE,Taiyaki,"Sand Fish, Beans",2,Dessert,102,374,Eternity Isle,FALSE,--,--,Beans,Sand Fish,--,--,--,--,--,--,
FALSE,Takoyaki Stick,"Octopus, Seaweed, Egg, Soya",4,Appetizer,898,2164,Eternity Isle,FALSE,--,--,"Soya, Egg",--,--,Octopus,--,--,Seaweed,--,
FALSE,Tandoori Chicken,"Chili Pepper, Poultry, Cumin, Paprika",4,Entree,964,1199,Eternity Isle,FALSE,--,--,--,--,Poultry,--,"Cumin, Paprika",--,Chili Pepper,--,
FALSE,Thousand Needles,"Brillant Blue Starfish, Pretty Pink Starfish, Cactoberries",3,Appetizer,2400,5000,Eternity Isle,FALSE,Cactoberries,--,--,--,--,"Brillant Blue Starfish, Pretty Pink Starfish",--,--,--,--,
FALSE,Tofu,Soya,1,Entree,82,142,Eternity Isle,FALSE,--,--,Soya,--,--,--,--,--,--,--,
FALSE,Tomato Basil Soup,"Tomato, Basil",2,Appetizer,93,255,Eternity Isle,TRUE,--,--,--,--,--,--,Basil,--,Tomato,--,
FALSE,Tourtiere,"Venison, Wheat, Potato, Any Vegetable",4,Entree,1700,814,Eternity Isle,FALSE,--,--,--,--,Venison,--,--,--,"Any Vegetable, Potato",--,
FALSE,Turkey Leg,"Poultry, Cumin, Paprika, Agave",4,Entree,884,1123,Eternity Isle,FALSE,--,--,--,--,Poultry,--,"Cumin, Paprika",Agave,--,--,
FALSE,Turnip Tartiflette,"Pork, Turnip, Cheese",3,Entree,863,1459,Eternity Isle,FALSE,--,--,Cheese,--,Pork,--,--,--,Turnip,--,
FALSE,Vanilla Macarons,"Almonds, Egg, Vanilla",3,Dessert,436,1787,Eternity Isle,FALSE,Almonds,--,Egg,--,--,--,--,Vanilla,--,--,
FALSE,Vegetarian Dumplings,"Wheat, Any Vegetable, Soya",3,Appetizer,109,225,Eternity Isle,FALSE,--,Wheat,Soya,--,--,--,--,--,Any Vegetable,--,
FALSE,Vegetarian Turnip Tartiflette,"Mushrooms, Turnip, Soya",3,Entree,399,816,Eternity Isle,FALSE,--,--,Soya,--,--,--,--,--,"Mushrooms, Turnip",--,
FALSE,Yakisoba,"Pork, Wheat, Cabbage",3,Entree,710,789,Eternity Isle,FALSE,--,Wheat,--,--,Pork,--,--,--,Cabbage,--,
FALSE,A Very Unusual Tea Time,"Plain Yogurt, Spiral Strawberries, Salt Crystal, Sour Berry",4,Entree,345,2377,Storybook Vale,FALSE,"Spiral Strawberries, Sour Berry",--,Plain Yogurt,--,--,--,Salt Crystal,--,--,--,
FALSE,Ambrosia Smoothie,"Plain Yogurt, Ambrosia",2,Appetizer,247,1155,Storybook Vale,FALSE,--,--,Plain Yogurt,--,--,--,Ambrosia,--,--,--,
FALSE,Aphrodite's Delight,"Golden Apple, Ambrosia",2,Dessert,234,1070,Storybook Vale,FALSE,Golden Apple,--,--,--,--,--,Ambrosia,--,--,--,
FALSE,Aquatic Escargot,"Trumpet Snail, Garlic, Salt Crystal",3,Entree,182,581,Storybook Vale,FALSE,--,--,--,--,--,Trumpet Snail,"Garlic, Salt Crystal",--,--,--,
FALSE,Arcane Garlic Crab,"Sorcerer Hat Hermit Crab, Garlic, Salt Crystal, Any Spice",4,Entree,1380,3497,Storybook Vale,FALSE,--,--,--,--,--,Sorcerer Hat Hermit Crab,"Any Spice, Garlic, Salt Crystal",--,--,--,
FALSE,Argossian Pizza,"Elysian Grain, Onion, Any Vegetable, Flyleaf Feta, Olives",5,Entree,857,1568,Storybook Vale,FALSE,--,Elysian Grain,"Olives, Flyleaf Feta",--,--,--,--,--,"Any Vegetable, Onion",--,
FALSE,Baked Feta and Olives,"Flyleaf Feta, Olives",2,Appetizer,142,$815,Storybook Vale,FALSE,--,--,"Flyleaf Feta, Olives",--,--,--,--,--,--,--,
FALSE,Barley Salad,"Barley, Cauliflower, Radish, Any Spice",4,Entree,333,738,Storybook Vale,FALSE,--,Barley,--,--,--,--,Any Spice,--,"Cauliflower, Radish",--,
FALSE,Cacio e Pepe,"Elysian Grain, Flyleaf Feta, Black Pepper",3,Entree,403,379,Storybook Vale,FALSE,--,Elysian Grain,Flyleaf Feta,--,--,--,Black Pepper,--,--,--,
FALSE,Cape Gooseberry Chia Pancakes,"Wheat, Chia Seeds, Shovel Bird Eggs, Cape Gooseberry",4,Entree,214,749,Storybook Vale,FALSE,Cape Gooseberry,Wheat,Shovel Bird Eggs,--,--,--,--,--,--,--,
FALSE,Cape Gooseberry Smoothie,"Plain Yogurt, Cape Gooseberry",2,Appetizer,227,781,Storybook Vale,FALSE,Cape Gooseberry,--,Plain Yogurt,--,--,--,--,--,--,--,
FALSE,Cape Gooseberry Sour Fondue,"Cape Gooseberry, Sour Berry",2,Dessert,123,951,Storybook Vale,FALSE,"Cape Gooseberry, Sour Berry",--,--,--,--,--,--,--,--,--,
FALSE,Caprese Salad,"Any Vegetable, Flyleaf Feta, Olives, Salt Crystal, Any Spice",5,Entree,697,1484,Storybook Vale,FALSE,--,--,"Flyleaf Feta, Olives",--,--,--,"Any Spice, Salt Crystal",--,Any Vegetable,--,
FALSE,Cauliflower Steak,Cauliflower,1,Entree,30,165,Storybook Vale,FALSE,--,--,--,--,--,--,--,--,Cauliflower,--,
FALSE,Chia Pudding,"Chia Seeds, Rhubarb, Cinnamon, Any Sweet",4,Entree,425,742,Storybook Vale,FALSE,Rhubarb,--,--,--,--,--,Cinnamon,Any Sweet,--,--,
FALSE,Chia Seed Bread,"Wheat, Chia Seeds, Shovel Bird Eggs",3,Entree,122,478,Storybook Vale,FALSE,--,Wheat,"Chia Seeds, Shovel Bird Eggs",--,--,--,--,--,--,--,
FALSE,Chimera Skewer,"Hippocampus, Trumpet Snail, Flying Fish, Any Fish, Brussel Sprouts",5,Entree,584,2920,Storybook Vale,FALSE,--,--,--,"Any Fish, Flying Fish",--,"Hippocampus, Trumpet Snail",--,--,Brussel Sprouts,--,
FALSE,Cinnamon Cake,"Wheat, Shovel Bird Eggs, Plain Yogurt, Cinnamon",4,Dessert,348,1330,Storybook Vale,FALSE,--,Wheat,"Shovel Bird Eggs, Plain Yogurt",--,--,--,Cinnamon,--,--,--,
FALSE,Cinnamon Cookies,"Wheat, Plain Yogurt, Cinnamon, Any Sweet",4,Dessert,256,1037,Storybook Vale,FALSE,--,Wheat,Plain Yogurt,--,--,--,Cinnamon,Any Sweet,--,--,
FALSE,Electric Radicchio and Persimmon Salad,"Radicchio, Persimmon, Lightning Spice",3,Entree,303,1176,Storybook Vale,FALSE,Persimmon,--,--,--,--,--,Lightning Spice,--,Radicchio,--,
FALSE,Faerie Rye Crackers,Faerie Rye,1,Appetizer,74,126,Storybook Vale,FALSE,--,Faerie Rye,--,--,--,--,--,--,--,--,
FALSE,Flying Fish Quenelles,"Flying Fish, Flyleaf Feta, Porcini Mushroom, Any Vegetable, Any Dairy",5,Entree,544,2210,Storybook Vale,FALSE,--,--,"Any Dairy, Flyleaf Feta",Flying Fish,--,--,--,--,"Any Vegetable, Porcini Mushroom",--,
FALSE,Garlic Steam Mussels,"Mussel, Onion, Garlic",3,Entree,413,825,Storybook Vale,FALSE,--,--,--,--,--,Mussel,Garlic,--,Onion,--,
FALSE,Golden Apple Pie,"Wheat, Shovel Bird Eggs, Golden Apple",3,Dessert,268,894,Storybook Vale,FALSE,Golden Apple,Wheat,Shovel Bird Eggs,--,--,--,--,--,--,--,
FALSE,Golden Apple Smoothie,"Plain Yogurt, Golden Apple",2,Appetizer,299,985,Storybook Vale,FALSE,Golden Apple,--,Plain Yogurt,--,--,--,--,--,--,--,
FALSE,Grecian Baked Fish,"Stygian Mudskipper, Elysian Grain, Olives, Salt Crystal, Ambrosia",5,Entree,2808,5000,Storybook Vale,FALSE,--,Elysian Grain,Olives,Stygian Mudskipper,--,--,"Ambrosia, Salt Crystal",--,--,--,
FALSE,Greek Potatoes,"Potato, Any Fruit, Garlic, Salt Crystal, Any Spice",5,Appetizer,481,1206,Storybook Vale,FALSE,Any Fruit,--,--,--,--,--,"Any Herb, Salt Crystal, Garlic",--,Potato,--,
FALSE,Greek Salad,"Cucumber, Radish, Any Vegetable, Flyleaf Feta, Olives",5,Entree,1704,1808,Storybook Vale,FALSE,--,--,"Flyleaf Feta, Olives",--,--,--,--,--,"Any Vegetable, Cucumber, Radish",--,
FALSE,Green Bean Casserole,"Green Beans, Onion, Porcini Mushroom",3,Entree,607,652,Storybook Vale,FALSE,--,--,--,--,--,--,--,--,"Green Beans, Onion, Porcini Mushroom",--,
FALSE,Grilled Koi Gyro,"Koi, Wheat, Cucumber, Olives, Any Spice",5,Entree,525,1444,Storybook Vale,FALSE,--,Wheat,Olives,Koi,--,--,Any Spice,--,Cucumber,--,
FALSE,Hermit Crab Pasta,"Sorcerer Hat Hermit Crab, Wheat, Any Spice",3,Entree,1192,3099,Storybook Vale,FALSE,--,Wheat,--,--,--,Sorcerer Hat Hermit Crab,Any Spice,--,--,--,
FALSE,Hippocampus Cepelinai Dumplings,"Hippocampus, Onion, Potato, Spiral Strawberries, Black Pepper",5,Entree,925,2634,Storybook Vale,FALSE,Spiral Strawberries,--,--,--,--,Hippocampus,Black Pepper,--,"Onion, Potato",--,
FALSE,Honeydew Smoothie,"Plain Yogurt, Honeydew Melon",2,Appetizer,318,769,Storybook Vale,FALSE,Honeydew Melon,--,Plain Yogurt,--,--,--,--,--,--,--,
FALSE,Honeydew Sour Fondue,"Honeydew Melon, Sour Berry",2,Dessert,214,939,Storybook Vale,FALSE,"Honeydew Melon, Sour Berry",--,--,--,--,--,--,--,--,--,
FALSE,Koi Sashimi,Koi,1,Entree,110,440,Storybook Vale,FALSE,--,--,--,Koi,--,--,--,--,--,--,
FALSE,Lamprey Sashimi,Lamprey,1,Entree,1800,2930,Storybook Vale,FALSE,--,--,--,Lamprey,--,--,--,--,--,--,
FALSE,Lightning Bolt,"Stygian Mudskipper, Lamprey, 2 x Lightning Spice, Any Sweet",5,Appetizer,5088,5000,Storybook Vale,FALSE,--,--,--,"Stygian Mudskipper, Lamprey",--,--,2 x Lightning Spice,Any Sweet,--,--,
FALSE,Lightning cake,"Wheat, Shovel Bird Eggs, Plain Yogurt, Lightning Spice",4,Dessert,400,"1,302",Storybook Vale,FALSE,--,Wheat,"Shovel Bird Eggs, Plain Yogurt",--,--,--,Lightning Spice,--,--,--,
FALSE,Lightning Cookies,"Wheat, Plain Yogurt, Lightning Spice, Any Sweet",4,Dessert,355,1178,Storybook Vale,FALSE,--,Wheat,Plain Yogurt,--,--,--,Lightning Spice,Any Sweet,--,--,
FALSE,Loaded Breakfast Yogurt,"Oats, Plain Yogurt, Spiral Strawberries, Ambrosia",4,Entree,508,2425,Storybook Vale,FALSE,Spiral Strawberries,Oats,Plain Yogurt,--,--,--,Ambrosia,--,--,--,
FALSE,Loaded Golden Apple Porridge,"2 x Oats, Ambrosia, Golden Apple",4,Entree,566,1570,Storybook Vale,FALSE,Golden Apple,2 x Oats,--,--,--,--,Ambrosia,--,--,--,
FALSE,Loaded Honeydew Porridge,"2 x Oats, Ambrosia, Honeydew Melon",4,Entree,588,1328,Storybook Vale,FALSE,Honeydew Melon,2 x Oats,--,--,--,--,Ambrosia,--,--,--,
FALSE,Loaded Persimmon Porridge,"2 x Oats, Ambrosia, Persimmon",4,Entree,438,1665,Storybook Vale,FALSE,Persimmon,2 x Oats,--,--,--,--,Ambrosia,--,--,--,
FALSE,Loaded Rhubarb Porridge,"2 x Oats, Rhubarb, Ambrosia",4,Entree,744,1370,Storybook Vale,FALSE,Rhubarb,2 x Oats,--,--,--,--,Ambrosia,--,--,--,
FALSE,Loaded Sea Grape Porridge,"2 x Oats, Sea Grapes, Ambrosia",4,Entree,431,1142,Storybook Vale,FALSE,Sea Grapes,2 x Oats,--,--,--,--,Ambrosia,--,--,--,
FALSE,Lupine Cullen Skink,"Sea Wolf, Onion, Potato, Plain Yogurt",4,Entree,736,1681,Storybook Vale,FALSE,--,--,Plain Yogurt,Sea Wolf,--,--,--,--,"Onion, Potato",--,
FALSE,Merryweather's Gingersnaps,"Sour Berry, Nutmeg, Ginger, Shovel Bird Eggs, Faerie Rye",5,Dessert,443,2596,Storybook Vale,FALSE,Sour Berry,Faerie Rye,Shovel Bird Eggs,--,--,--,"Ginger, Nutmeg",--,--,--,
FALSE,Mussel Risotto,"Mussel, Rice, Olives, Garlic, Any Spice",5,Entree,401,1748,Storybook Vale,FALSE,--,Rice,Olives,--,--,Mussel,"Any Spice, Garlic",--,--,--,
FALSE,Nutmeg Cake,"Wheat, Shovel Bird Eggs, Plain Yogurt, Nutmeg",4,Dessert,370,1891,Storybook Vale,FALSE,--,Wheat,"Shovel Bird Eggs, Plain Yogurt",--,--,--,Nutmeg,--,--,--,
FALSE,Nutmeg Cookies,"Wheat, Plain Yogurt, Nutmeg, Any Sweet",4,Dessert,325,1767,Storybook Vale,FALSE,--,Wheat,Plain Yogurt,--,--,--,Nutmeg,Any Sweet,--,--,
FALSE,Oatmeal,Oats,1,Entree,118,210,Storybook Vale,FALSE,--,Oats,--,--,--,--,--,--,--,--,
FALSE,Olive Plate,Olives,1,Entree,42,610,Storybook Vale,FALSE,--,--,Olives,--,--,--,--,--,--,--,
FALSE,Olympian Tapenade,"Elysian Grain, Olives, Honeydew Melon, Any Spice",4,Appetizer,509,1375,Storybook Vale,FALSE,Honeydew Melon,Elysian Grain,Olives,--,--,--,Any Spice,--,--,--,
FALSE,Persimmon Chia Pancakes,"Wheat, Chia Seeds, Persimmon, Shovel Bird Eggs",4,Entree,169,1072,Storybook Vale,FALSE,Persimmon,Wheat,"Chia Seeds, Shovel Bird Eggs",--,--,--,--,--,--,--,
FALSE,Persimmon Pie,"Wheat, Shovel Bird Eggs, Persimmon",3,Dessert,149,984,Storybook Vale,FALSE,Persimmon,Wheat,Shovel Bird Eggs,--,--,--,--,--,--,--,
FALSE,Persimmon Smoothie,"Plain Yogurt, Persimmon",2,Appetizer,188,1070,Storybook Vale,FALSE,Persimmon,--,Plain Yogurt,--,--,--,--,--,--,--,
FALSE,Persimmon Sour Fondue,Persimmon,2,Dessert,84,1240,Storybook Vale,FALSE,Persimmon,--,--,--,--,--,--,--,--,--,
FALSE,Radicchio Slaw,"Cauliflower, Green Beans, Radicchio, Radish",4,Appetizer,739,835,Storybook Vale,FALSE,--,--,--,--,--,--,--,--,"Cauliflower, Green Beans, Radicchio, Radish",--,
FALSE,Radicchio-Stuffed Porcini,"Porcini Mushroom, Radicchio, Black Pepper",3,Entree,370,677,Storybook Vale,FALSE,--,--,--,--,--,--,Black Pepper,--,"Porcini Mushroom, Radicchio",--,
FALSE,Rice Pudding,"Oats, Rice, Vanilla",3,Dessert,293,579,Storybook Vale,FALSE,--,"Rice, Oats",--,--,--,--,--,Vanilla,--,--,
FALSE,Roasted Barley and Veggies,"Barley, Brussel Sprouts, Onion, Any Vegetable, Flyleaf Feta",5,Entree,529,1500,Storybook Vale,FALSE,--,Barley,Flyleaf Feta,--,--,--,--,--,"Any Vegetable, Brussel Sprouts, Onion",--,
FALSE,Roasted Brussels Sprouts,"Brussel Sprouts, Garlic",2,Entree,104,959,Storybook Vale,FALSE,--,--,"Brussel Sprouts, Garlic",--,--,--,Garlic,--,Brussel Sprouts,--,
FALSE,Roasted Green Beans,"Green Beans, Garlic",2,Entree,336,379,Storybook Vale,FALSE,--,--,--,--,--,--,Garlic,--,Green Beans,--,
FALSE,Salt Baked Sea Wolf,"Salt Crystal, Sea Snail, Sea Wolf",2,Entree,123,602,Storybook Vale,FALSE,--,--,--,Sea Wolf,--,Sea Snail,Salt Crystal,--,--,--,
FALSE,Salt-Pickled Cauliflower,"Cauliflower, Salt Crystal, Any Spice",3,Entree,126,1034,Storybook Vale,FALSE,--,--,--,--,--,--,"Any Spice, Salt Crystal",--,Cauliflower,--,
FALSE,Salt-Pickled Garlic,"Garlic, Salt Crystal, Any Spice",3,Entree,161,1148,Storybook Vale,FALSE,--,--,--,--,--,--,"Garlic, Salt Crystal, Any Spice",--,--,--,
FALSE,Salt-Pickled Green Beans,"Green Beans, Salt Crystal, Any Spice",3,Entree,383,1011,Storybook Vale,FALSE,--,--,--,--,--,--,"Any Spice, Salt Crystal",--,Green Beans,--,
FALSE,Salt-Pickled Radicchio,"Radicchio, Salt Crystal, Any Spice",3,Entree,268,1239,Storybook Vale,FALSE,--,--,--,--,--,--,"Any Spice, Salt Crystal",--,Radicchio,--,
FALSE,Salt-Pickled Radish,"Salt Crystal, Radish, Any Spice",3,Entree,277,1079,Storybook Vale,FALSE,--,--,--,--,--,--,"Any Spice, Salt Crystal",--,Radish,--,
FALSE,Salt-Pickled Sea Grapes,"Sea Grapes, Salt Crystal, Any Spice",3,Entree,119,950,Storybook Vale,FALSE,Sea Grapes,--,--,--,--,--,"Any Spice, Salt Crystal",--,--,--,
FALSE,Sauteed Porcinis,"Porcini Mushroom, Garlic",2,Appetizer,136,500,Storybook Vale,FALSE,--,--,--,--,--,--,Garlic,--,Porcini Mushroom,--,
FALSE,Scottish Porridge,"Oats, Any Fruit",2,Entree,160,730,Storybook Vale,FALSE,Any Fruit,Oats,--,--,--,--,--,--,--,--,
FALSE,Sea Grape Chia Pancakes,"Wheat, Chia Seeds, Sea Grapes, Shovel Bird Eggs",4,Entree,162,549,Storybook Vale,FALSE,Sea Grapes,Wheat,"Chia Seeds, Shovel Bird Eggs",--,--,--,--,--,--,--,
FALSE,Seaweed Salad,"Radish, Any Vegetable, Sea Grapes, Black Pepper",4,Entree,542,557,Storybook Vale,FALSE,Sea Grapes,--,--,--,--,--,Black Pepper,--,"Any Vegetable, Radish",--,
FALSE,Shovel Bird Eggs Benedict,"Elysian Grain, Shovel Bird Eggs, Spiral Strawberries, Salt Crystal",4,Entree,420,1522,Storybook Vale,FALSE,Spiral Strawberries,Elysian Grain,Shovel Bird Eggs,--,--,--,Salt Crystal,--,--,--,
FALSE,Simple Chia Pudding,Chia Seeds,1,Appetizer,7,80,Storybook Vale,FALSE,--,--,Chia Seeds,--,--,--,--,--,--,--,
FALSE,Soda Bread and Feta,"Wheat, Flyleaf Feta, Salt Crystal",3,Entree,135,309,Storybook Vale,FALSE,--,Wheat,Flyleaf Feta,--,--,--,Salt Crystal,--,--,--,
FALSE,Sour Berry Dessert,"Sour Berry, Ambrosia",2,Dessert,143,1325,Storybook Vale,FALSE,Sour Berry,--,--,--,--,--,Ambrosia,--,--,--,
FALSE,Sour Berry Pie,"Wheat, Shovel Bird Eggs, Sour Berry",3,Dessert,170,1164,Storybook Vale,FALSE,Sour Berry,Wheat,Shovel Bird Eggs,--,--,--,--,--,--,--,
FALSE,Spanakopita,"Onion, Spinach, Flyleaf Feta, Garlic, Any Spice",5,Entree,617,1282,Storybook Vale,FALSE,--,--,Flyleaf Feta,--,--,--,"Any Spice, Garlic",--,"Onion, Spinach",--,
FALSE,Sparkling Ambrosia,"Lightning Spice, Ambrosia",2,Appetizer,175,883,Storybook Vale,FALSE,--,--,--,--,--,--,"Lightning Spice, Ambrosia",--,--,--,
FALSE,Spicy Yogurt,"Plain Yogurt, Any Spice",2,Dessert,195,823,Storybook Vale,FALSE,--,--,Plain Yogurt,--,--,--,Any Spice,--,--,--,
FALSE,Spiral Strawberry Chia Pancakes,"Wheat, Chia Seeds, Shovel Bird Eggs, Spiral Strawberries",4,Entree,207,1452,Storybook Vale,FALSE,Spiral Strawberries,Wheat,"Chia Seeds, Shovel Bird Eggs",--,--,--,--,--,--,--,
FALSE,Spiral Strawberry Pie,"Wheat, Shovel Bird Eggs, Spiral Strawberries",3,Dessert,184,1344,Storybook Vale,FALSE,Spiral Strawberries,Wheat,Shovel Bird Eggs,--,--,--,--,--,--,--,
FALSE,Spiral Strawberry Smoothie,"Plain Yogurt, Spiral Strawberries",2,Appetizer,221,1410,Storybook Vale,FALSE,Spiral Strawberries,--,Plain Yogurt,--,--,--,--,--,--,--,
FALSE,Spiral Strawberry Sour Fondue,"Spiral Strawberries, Sour Berry",2,Dessert,177,1580,Storybook Vale,FALSE,"Spiral Strawberries, Sour Berry",--,--,--,--,--,--,--,--,--,
FALSE,Sprouts-Stuffed Porcini,"Brussel Sprouts, Porcini Mushroom, Black Pepper",3,Entree,235,1063,Storybook Vale,FALSE,--,--,--,--,--,--,Black Pepper,--,"Brussel Sprouts, Porcini Mushroom",--,
FALSE,Squash-Stuffed Porcini,"Porcini Mushroom, Ring Squash, Black Pepper",3,Entree,250,400,Storybook Vale,FALSE,--,--,--,--,--,--,Black Pepper,--,"Porcini Mushroom, Ring Squash",--,
FALSE,Squid Sashimi,Squid,1,Entree,600,1650,Storybook Vale,FALSE,--,--,--,--,--,Squid,--,--,--,--,
FALSE,Steamed Mussels,Mussel,1,Entree,90,290,Storybook Vale,FALSE,--,--,--,--,--,Mussel,--,--,--,--,
FALSE,Strawberry Rhubarb Pie,"Wheat, Plain Yogurt, Rhubarb, Spiral Strawberries",4,Dessert,601,1881,Storybook Vale,FALSE,"Spiral Strawberries, Rhubarb",Wheat,Plain Yogurt,--,--,--,--,--,--,--,
FALSE,Stuffed Ring Squash,"Ring Squash, Garlic, Ambrosia",3,Entree,225,980,Storybook Vale,FALSE,--,--,--,--,--,--,"Ambrosia, Garlic",--,--,--,
FALSE,Tuna Sashimi,Tuna,1,Entree,114,610,Storybook Vale,FALSE,--,--,--,Tuna,--,--,--,--,--,--,
FALSE,Tzatziki,"Cucumber, Plain Yogurt, Garlic",3,Appetizer,460,1094,Storybook Vale,FALSE,--,--,Plain Yogurt,--,--,--,Garlic,--,Cucumber,--,
FALSE,Underworld Cake,"Faerie Rye, Shovel Bird Eggs, Plain Yogurt, Nutmeg, Ambrosia",5,Dessert,603,2746,Storybook Vale,FALSE,--,Faerie Rye,"Plain Yogurt, Shovel Bird Eggs",--,--,--,"Nutmeg, Ambrosia",--,--,--,
FALSE,Vanilla Yogurt,"Plain Yogurt, Vanilla",2,Dessert,221,789,Storybook Vale,FALSE,--,--,Plain Yogurt,--,--,--,--,Vanilla,--,--,
FALSE,Alpine Fishcakes,"Red Alpine Bass, Dill",2,Appetizer,"1,027","2,370",Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Buttermilk Borscht,"Beetroot, Egg, Milk, Dill",4,Appetizer,766,"1,656",Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Fizzy Nectar Soda,"Bonsai Star Fruit, Slush Ice",2,Appetizer,247,"1,197",Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Rosehip Honey Tea,Honey Coral,1,Appetizer,210,570,Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Scarlet Bouquet Salad,Scartlet Kale,1,Appetizer,34,160,Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Smoked Fish Charcuterie Spread,"Mountain Whitefish, Tuna, Any Fish, Wheat",4,Appetizer,191,1321,Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,101 Teeny Tiny Dalmatian Cupcakes,"Dark Chocoloate Coffee Beans, Egg, Wheat, Sugarcane",4,Entree,460,862,Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Afternoon Tea Set,"Dark Chocoloate Coffee Beans, Pearly Barely, Any Vegetable, Pincushion Peach",4,Entree,235,985,Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Baked Whitefish and Roasted Beets,"Mountain Whitefish, Beetroot",2,Entree,66,400,Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Beet-iful Spaetzle,"Wheat, Beetroot, Egg",3,Entree,339,778,Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Bread Bowl Pumpkin Soup,"Tigger Fish, Fairy Kamut, Pumpkin, Milk",4,Entree,"3,901","4,153",Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Button Stew,"Button Mushroom, Carrot",2,Entree,135,375,Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Eton Mess,"Red Currants, Pincushion Peach, Egg",3,Entree,407,"1,994",Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Felted Breakfast Spread,"Egg, Button Mushroom, Satin-Finned Beta",3,Entree,"1,022","2,597",Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Fishy Pineapple Jelly,"Measuring-Tape Snail, Jellied Fish, Crab, Scartlet Kale, Any Fish",5,Entree,"2,767","5,000",Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Friendly Bento,"Tigger Fish, Scartlet Kale, Honey Coral, Any Vegetable",4,Entree,"2,717","3,877",Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Honey Glazed Carrots,"Honey Coral, Carrot, Dill",3,Entree,362,944,Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Honey Pancakes,"Honey Coral, Wheat, Egg",3,Entree,555,"1,263",Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Horace's Ham Sandwich,"Pearly Barely, Cheese, Any Vegetable",3,Entree,326,643,Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Jellied Fish Terrine,Jellied Fish,1,Entree,"1,200","2,450",Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Jellied Salad,"Jellied Fish, Scartlet Kale",2,Entree,"1,357","2,717",Wishblossom Mountains,FALSE,,,,,,,,,,,
